paper_title,paper_authors,full_name,acronym,material_class,ionic_conductivity_S_per_cm,temperature,processing_method,material_description,source_location
Vanadium-doped Li6.7La3Zr1.7V0.3O12 and PVDF-HFP enhanced the ionic conductivity and cycling stability of composite solid electrolytes for All-Solid-State lithium batteries,"Yilin Li, Dong Han, Xueqin Gao, Jing Shi, Wei Wang, Huanlei Wang, Lili Zheng",Poly(ethylene oxide)-Lithium bis(trifluoromethanesulfonyl)imide-Poly(vinylidene fluoride-hexafluoro propylene)-10 %Li6.7La3Zr1.7V0.3O12,PLP-10%LLZVO,Other,0.000205,30 °C,"1 g PEO (Aladdin, Mv=600000 g/mol) and 0.2 g PVDF-HFP (Aladdin, Mv=455000 g/mol) dissolved in 10 mL anhydrous acetonitrile and 3 mL N-methyl pyrrolidone, respectively, stirred for 2 h. Solutions mixed, 0.4 g LiTFSI and 10 wt% LLZVO added, stirred for 12 h. Mixture covered on Teflon plate, dried at 50 °C for 24 h. LLZVO particles prepared by solid-state sintering method: La2O3 calcined at 900 °C for 12 h. LiOH·H2O (98%), ZrO2 (99.9%), La2O3 (99.99%) and V2O5 (99.5%) mixed in stoichiometric ratio with additional 10 wt% LiOH·H2O. Ceramic material mixed with isopropanol and ball-milled at 600 rpm for 10 h. Dried at 80 °C for 6 h, baked at 900 °C for 8 h to create precursor, then 950 °C for 18 h to create LLZVO powder.","Flexible SCEs film with uniform LLZVO particles distribution, thickness ~120 μm, dense and crack-free structure, light yellow, semi-transparent. Crystallinity of 4.49%. Tg -44.03 °C. LLZVO particles prepared with V2O5 as doping agent, forming pure cubic phase, size 1-3 μm, uniform particle shape after ball milling and high-temperature sintering. Contains trace byproduct La2Zr2O7 and Li-V-O compound.","Section 3, paragraph on ionic conductivity"
Vanadium-doped Li6.7La3Zr1.7V0.3O12 and PVDF-HFP enhanced the ionic conductivity and cycling stability of composite solid electrolytes for All-Solid-State lithium batteries,"Yilin Li, Dong Han, Xueqin Gao, Jing Shi, Wei Wang, Huanlei Wang, Lili Zheng",Poly(ethylene oxide)/Lithium bis(trifluoromethanesulfonyl)imide/Poly(vinylidene fluoride-hexafluoro propylene)/Vanadium-doped Lithium Lanthanate Zirconate Oxide,PEO/LiTFSI/PVDF-HFP/10% V-LLZO,Other,0.000204,30 °C,"1 g PEO (Aladdin, Mv=600000 g/mol) and 0.2 g PVDF-HFP (Aladdin, Mv=455000 g/mol) dissolved in 10 mL anhydrous acetonitrile and 3 mL N-methyl pyrrolidone, respectively, stirred for 2 h. Solutions mixed, 0.4 g LiTFSI and 10 wt% LLZVO added, stirred for 12 h. Mixture covered on Teflon plate, dried at 50 °C for 24 h. LLZVO particles prepared by solid-state sintering method: La2O3 calcined at 900 °C for 12 h. LiOH·H2O (98%), ZrO2 (99.9%), La2O3 (99.99%) and V2O5 (99.5%) mixed in stoichiometric ratio with additional 10 wt% LiOH·H2O. Ceramic material mixed with isopropanol and ball-milled at 600 rpm for 10 h. Dried at 80 °C for 6 h, baked at 900 °C for 8 h to create precursor, then 950 °C for 18 h to create LLZVO powder.","Flexible SCEs film with uniform LLZVO particles distribution, thickness ~120 μm, dense and crack-free structure, light yellow, semi-transparent. Crystallinity of 4.49%. Tg -44.03 °C. LLZVO particles prepared with V2O5 as doping agent, forming pure cubic phase, size 1-3 μm, uniform particle shape after ball milling and high-temperature sintering. Contains trace byproduct La2Zr2O7 and Li-V-O compound.","Table 1, Row 1"
Vanadium-doped Li6.7La3Zr1.7V0.3O12 and PVDF-HFP enhanced the ionic conductivity and cycling stability of composite solid electrolytes for All-Solid-State lithium batteries,"Yilin Li, Dong Han, Xueqin Gao, Jing Shi, Wei Wang, Huanlei Wang, Lili Zheng",Poly(ethylene oxide)/Lithium bis(trifluoromethanesulfonyl)imide/15 %Vanadium-doped Lithium Lanthanum Zirconate Oxide,PEO/LiTFSI/15% V-LLZO,Other,3.2e-05,30 °C,N/A (Cited Work),N/A (Cited Work),"Table 1, Row 2"
Vanadium-doped Li6.7La3Zr1.7V0.3O12 and PVDF-HFP enhanced the ionic conductivity and cycling stability of composite solid electrolytes for All-Solid-State lithium batteries,"Yilin Li, Dong Han, Xueqin Gao, Jing Shi, Wei Wang, Huanlei Wang, Lili Zheng",Poly(ethylene oxide)/Lithium bis(trifluoromethanesulfonyl)imide/7.5 %Lithium Lanthanum Zirconate Oxide,PEO/LiTFSI/7.5% LLZO,Other,0.00055,RT,N/A (Cited Work),N/A (Cited Work),"Table 1, Row 3"
Vanadium-doped Li6.7La3Zr1.7V0.3O12 and PVDF-HFP enhanced the ionic conductivity and cycling stability of composite solid electrolytes for All-Solid-State lithium batteries,"Yilin Li, Dong Han, Xueqin Gao, Jing Shi, Wei Wang, Huanlei Wang, Lili Zheng",Poly(ethylene oxide)/Lithium bis(trifluoromethanesulfonyl)imide/10 %Tantalum-doped Lithium Lanthanum Zirconate Oxide,PEO/LiTFSI/10% Ta-LLZO,Other,0.00017,30 °C,N/A (Cited Work),N/A (Cited Work),"Table 1, Row 4"
Vanadium-doped Li6.7La3Zr1.7V0.3O12 and PVDF-HFP enhanced the ionic conductivity and cycling stability of composite solid electrolytes for All-Solid-State lithium batteries,"Yilin Li, Dong Han, Xueqin Gao, Jing Shi, Wei Wang, Huanlei Wang, Lili Zheng",Poly(ethylene oxide)/Lithium bis(trifluoromethanesulfonyl)imide/10 %Aluminum-doped Lithium Lanthanum Zirconate Oxide,PEO/LiTFSI/10% Al-LLZO,Other,9.87e-05,30 °C,N/A (Cited Work),N/A (Cited Work),"Table 1, Row 5"
Vanadium-doped Li6.7La3Zr1.7V0.3O12 and PVDF-HFP enhanced the ionic conductivity and cycling stability of composite solid electrolytes for All-Solid-State lithium batteries,"Yilin Li, Dong Han, Xueqin Gao, Jing Shi, Wei Wang, Huanlei Wang, Lili Zheng",Poly(ethylene oxide)/16 %Gallium-doped Lithium Lanthanum Zirconate Oxide,PEO/16% Ga-LLZO,Other,7.2e-05,30 °C,N/A (Cited Work),N/A (Cited Work),"Table 1, Row 6"
Vanadium-doped Li6.7La3Zr1.7V0.3O12 and PVDF-HFP enhanced the ionic conductivity and cycling stability of composite solid electrolytes for All-Solid-State lithium batteries,"Yilin Li, Dong Han, Xueqin Gao, Jing Shi, Wei Wang, Huanlei Wang, Lili Zheng",Polyethylene oxide/Lithium bis(trifluoromethanesulfonyl)imide/Niobium-doped Lithium Lanthanum Zirconate Oxide,PEO/LiTFSI/Nb-LLZO,Other,5.23e-05,RT,N/A (Cited Work),N/A (Cited Work),"Table 1, Row 7"
Vanadium-doped Li6.7La3Zr1.7V0.3O12 and PVDF-HFP enhanced the ionic conductivity and cycling stability of composite solid electrolytes for All-Solid-State lithium batteries,"Yilin Li, Dong Han, Xueqin Gao, Jing Shi, Wei Wang, Huanlei Wang, Lili Zheng",Poly(vinylidene fluoride-hexafluoro propylene)/Lithium Lanthanum Zirconate Oxide,PVDF-HFP/LLZO,Other,0.00011,RT,N/A (Cited Work),N/A (Cited Work),"Table 1, Row 8"
Vanadium-doped Li6.7La3Zr1.7V0.3O12 and PVDF-HFP enhanced the ionic conductivity and cycling stability of composite solid electrolytes for All-Solid-State lithium batteries,"Yilin Li, Dong Han, Xueqin Gao, Jing Shi, Wei Wang, Huanlei Wang, Lili Zheng",Poly(ethylene oxide)/Lithium bis(trifluoromethanesulfonyl)imide/5 %Bismuth-doped Lithium Lanthanum Zirconate Oxide,PEO/LiTFSI/5% Bi-LLZO,Other,2e-05,22.5 °C,N/A (Cited Work),N/A (Cited Work),"Table 1, Row 9"
Vanadium-doped Li6.7La3Zr1.7V0.3O12 and PVDF-HFP enhanced the ionic conductivity and cycling stability of composite solid electrolytes for All-Solid-State lithium batteries,"Yilin Li, Dong Han, Xueqin Gao, Jing Shi, Wei Wang, Huanlei Wang, Lili Zheng",Poly(ethylene oxide)/Lithium bis(trifluoromethanesulfonyl)imide/Poly(vinylidene fluoride-hexafluoro propylene)/Vanadium-doped Lithium Lanthanate Zirconate Oxide,PEO/LiTFSI/PVDF-HFP/10% V-LLZO,Other,0.000204,30 °C,"N/A (Optimal composition of this study, described in detail in other sections)","N/A (Optimal composition of this study, described in detail in other sections)",Conclusions
Organic/inorganic composite solid electrolytes based on sulfonate betaine modified polyvinylidene fluoride and Li7La3Zr2O12 for solid-state lithium ion batteries,"Hongying Hou, Xiaohua Yu, Xixi Liu",Polyvinylidene fluoride modified with sulfonate betaine and combined with Lithium Lanthanum Zirconate Oxide and bis(trifluoromethane) sulphonyl lithium,20%LLZO/SB-PVDF/LiTFSI,Other,0.000173,RT,"Prepared by casting method: 300 mg SB-PVDF powder and 60 mg LiTFSI added to 2 mL DMF, then 75 mg LLZO powder added and magnetically stirred for 12 h. Defoamed slurry poured into a PTFE mold and dried at 60 °C.","Composite solid electrolyte membrane, with 20% nominal LLZO, sulfonate betaine (SB) modified polyvinylidene fluoride (PVDF) and 20 wt% bis(trifluoromethane) sulphonyl lithium (LiTFSI). Exhibited high ionic conductivity, wide electrochemical window (5.22 V), high Li+ transference number (tLi+ = 0.67) and high mechanical property.",Abstract
Organic/inorganic composite solid electrolytes based on sulfonate betaine modified polyvinylidene fluoride and Li7La3Zr2O12 for solid-state lithium ion batteries,"Hongying Hou, Xiaohua Yu, Xixi Liu",Polyvinylidene fluoride modified with sulfonate betaine and combined with Lithium Lanthanum Zirconate Oxide and bis(trifluoromethane) sulphonyl lithium,20%LLZO/SB-PVDF/LiTFSI,Other,0.000173,RT,"Fabricated by casting method: 300 mg SB-PVDF powder and 60 mg LiTFSI added to 2 mL DMF, then 75 mg LLZO powder added and magnetically stirred for 12 h. The defoamed slurry was poured into a PTFE mold and dried at 60 °C.","Composite solid electrolyte membrane with nominal 20% Lithium Lanthanum Zirconate Oxide (LLZO), sulfonate betaine (SB) modified polyvinylidene fluoride (PVDF) matrix, and bis(trifluoromethane) sulphonyl lithium (LiTFSI). Brown color, good flexibility, 80 um thickness. SEM images show a dense surface and uniform distribution of La and Zr elements, indicating uniform dispersion of LLZO powder. XRD shows characteristic peaks of both PVDF and cubic phase LLZO, with weaker PVDF peaks indicating increased amorphous phase. Optimal LLZO content for properties.","Section 3.7.2, main text"
Organic/inorganic composite solid electrolytes based on sulfonate betaine modified polyvinylidene fluoride and Li7La3Zr2O12 for solid-state lithium ion batteries,"Hongying Hou, Xiaohua Yu, Xixi Liu",Polyvinylidene fluoride with bis(trifluoromethane) sulphonyl lithium,PVDF/LiTFSI,Polymer,9.02e-06,RT,"Prepared by casting method using a similar process to the composite membranes: 300 mg PVDF powder and 60 mg LiTFSI added to 2 mL DMF, magnetically stirred for 12 h. Defoamed slurry poured into a PTFE mold and dried at 60 °C.","Polyvinylidene fluoride (PVDF) membrane with bis(trifluoromethane) sulphonyl lithium (LiTFSI) prepared for comparison. XRD shows characteristic peaks for α-phase (36.2°) and β-phase (20.2°, 39.2°) of PVDF. SEM images show a less flat surface compared to SB-PVDF modified membranes, consisting of F, C, S, O, and N elements with uniform distribution. High crystallinity degree.","Section 3.7.2, main text"
Organic/inorganic composite solid electrolytes based on sulfonate betaine modified polyvinylidene fluoride and Li7La3Zr2O12 for solid-state lithium ion batteries,"Hongying Hou, Xiaohua Yu, Xixi Liu",Polyvinylidene fluoride modified with sulfonate betaine and combined with Lithium Lanthanum Zirconate Oxide and bis(trifluoromethane) sulphonyl lithium,10%LLZO/SB-PVDF/LiTFSI,Other,0.000142,RT,"Fabricated by casting method: 300 mg SB-PVDF powder and 60 mg LiTFSI added to 2 mL DMF, then 33 mg LLZO powder added and magnetically stirred for 12 h. The defoamed slurry was poured into a PTFE mold and dried at 60 °C.","Composite solid electrolyte membrane with nominal 10% Lithium Lanthanum Zirconate Oxide (LLZO), sulfonate betaine (SB) modified polyvinylidene fluoride (PVDF) matrix, and bis(trifluoromethane) sulphonyl lithium (LiTFSI). SEM images show a dense surface and uniform distribution of La and Zr elements. XRD shows characteristic peaks of both PVDF and cubic phase LLZO, with weaker PVDF peaks indicating increased amorphous phase compared to PVDF/LiTFSI.","Section 3.7.2, main text"
Organic/inorganic composite solid electrolytes based on sulfonate betaine modified polyvinylidene fluoride and Li7La3Zr2O12 for solid-state lithium ion batteries,"Hongying Hou, Xiaohua Yu, Xixi Liu",Polyvinylidene fluoride modified with sulfonate betaine and combined with Lithium Lanthanum Zirconate Oxide and bis(trifluoromethane) sulphonyl lithium,30%LLZO/SB-PVDF/LiTFSI,Other,9.54e-05,RT,"Fabricated by casting method: 300 mg SB-PVDF powder and 60 mg LiTFSI added to 2 mL DMF, then 128 mg LLZO powder added and magnetically stirred for 12 h. The defoamed slurry was poured into a PTFE mold and dried at 60 °C.","Composite solid electrolyte membrane with nominal 30% Lithium Lanthanum Zirconate Oxide (LLZO), sulfonate betaine (SB) modified polyvinylidene fluoride (PVDF) matrix, and bis(trifluoromethane) sulphonyl lithium (LiTFSI). SEM images show phase separation and agglomeration of excess LLZO powder, indicating low interfacial compatibility. XRD shows characteristic peaks of both PVDF and cubic phase LLZO, with stronger LLZO peaks and weaker PVDF peaks indicating increased amorphous phase.","Section 3.7.2, main text"
Organic/inorganic composite solid electrolytes based on sulfonate betaine modified polyvinylidene fluoride and Li7La3Zr2O12 for solid-state lithium ion batteries,"Hongying Hou, Xiaohua Yu, Xixi Liu",Polyvinylidene fluoride modified with sulfonate betaine with bis(trifluoromethane) sulphonyl lithium,0%LLZO/SB-PVDF/LiTFSI,Other,3.02e-05,RT,"Fabricated by casting method: 300 mg SB-PVDF powder and 60 mg LiTFSI added to 2 mL DMF, then 0 mg LLZO powder added and magnetically stirred for 12 h. The defoamed slurry was poured into a PTFE mold and dried at 60 °C.","Composite solid electrolyte membrane with sulfonate betaine (SB) modified polyvinylidene fluoride (PVDF) matrix and bis(trifluoromethane) sulphonyl lithium (LiTFSI), without LLZO filler. SEM images show a flatter surface compared to PVDF/LiTFSI membrane, consisting of F, C, S, O, and N elements with uniform distribution. XRD shows characteristic peaks of α-phase and β-phase of PVDF, with weaker intensities compared to pure PVDF/LiTFSI due to the increase of amorphous phase.","Section 3.7.2, main text"
Organic/inorganic composite solid electrolytes based on sulfonate betaine modified polyvinylidene fluoride and Li7La3Zr2O12 for solid-state lithium ion batteries,"Hongying Hou, Xiaohua Yu, Xixi Liu",Polyvinylidene fluoride with bis(trifluoromethane) sulphonyl lithium,PVDF/LiTFSI,Polymer,9.02e-06,RT,"Prepared by casting method using a similar process to the composite membranes: 300 mg PVDF powder and 60 mg LiTFSI added to 2 mL DMF, magnetically stirred for 12 h. Defoamed slurry poured into a PTFE mold and dried at 60 °C.","Polyvinylidene fluoride (PVDF) membrane with bis(trifluoromethane) sulphonyl lithium (LiTFSI) prepared for comparison. XRD shows characteristic peaks for α-phase (36.2°) and β-phase (20.2°, 39.2°) of PVDF. SEM images show a less flat surface compared to SB-PVDF modified membranes, consisting of F, C, S, O, and N elements with uniform distribution. High crystallinity degree.","Figure 8(b), plot digitization"
Organic/inorganic composite solid electrolytes based on sulfonate betaine modified polyvinylidene fluoride and Li7La3Zr2O12 for solid-state lithium ion batteries,"Hongying Hou, Xiaohua Yu, Xixi Liu",Polyvinylidene fluoride modified with sulfonate betaine with bis(trifluoromethane) sulphonyl lithium,0%LLZO/SB-PVDF/LiTFSI,Other,3.02e-05,RT,"Fabricated by casting method: 300 mg SB-PVDF powder and 60 mg LiTFSI added to 2 mL DMF, then 0 mg LLZO powder added and magnetically stirred for 12 h. The defoamed slurry was poured into a PTFE mold and dried at 60 °C.","Composite solid electrolyte membrane with sulfonate betaine (SB) modified polyvinylidene fluoride (PVDF) matrix and bis(trifluoromethane) sulphonyl lithium (LiTFSI), without LLZO filler. SEM images show a flatter surface compared to PVDF/LiTFSI membrane, consisting of F, C, S, O, and N elements with uniform distribution. XRD shows characteristic peaks of α-phase and β-phase of PVDF, with weaker intensities compared to pure PVDF/LiTFSI due to the increase of amorphous phase.","Figure 8(b), plot digitization"
Organic/inorganic composite solid electrolytes based on sulfonate betaine modified polyvinylidene fluoride and Li7La3Zr2O12 for solid-state lithium ion batteries,"Hongying Hou, Xiaohua Yu, Xixi Liu",Polyvinylidene fluoride modified with sulfonate betaine and combined with Lithium Lanthanum Zirconate Oxide and bis(trifluoromethane) sulphonyl lithium,10%LLZO/SB-PVDF/LiTFSI,Other,0.000142,RT,"Fabricated by casting method: 300 mg SB-PVDF powder and 60 mg LiTFSI added to 2 mL DMF, then 33 mg LLZO powder added and magnetically stirred for 12 h. The defoamed slurry was poured into a PTFE mold and dried at 60 °C.","Composite solid electrolyte membrane with nominal 10% Lithium Lanthanum Zirconate Oxide (LLZO), sulfonate betaine (SB) modified polyvinylidene fluoride (PVDF) matrix, and bis(trifluoromethane) sulphonyl lithium (LiTFSI). SEM images show a dense surface and uniform distribution of La and Zr elements. XRD shows characteristic peaks of both PVDF and cubic phase LLZO, with weaker PVDF peaks indicating increased amorphous phase compared to PVDF/LiTFSI.","Figure 8(b), plot digitization"
Organic/inorganic composite solid electrolytes based on sulfonate betaine modified polyvinylidene fluoride and Li7La3Zr2O12 for solid-state lithium ion batteries,"Hongying Hou, Xiaohua Yu, Xixi Liu",Polyvinylidene fluoride modified with sulfonate betaine and combined with Lithium Lanthanum Zirconate Oxide and bis(trifluoromethane) sulphonyl lithium,20%LLZO/SB-PVDF/LiTFSI,Other,0.000173,RT,"Fabricated by casting method: 300 mg SB-PVDF powder and 60 mg LiTFSI added to 2 mL DMF, then 75 mg LLZO powder added and magnetically stirred for 12 h. The defoamed slurry was poured into a PTFE mold and dried at 60 °C.","Composite solid electrolyte membrane with nominal 20% Lithium Lanthanum Zirconate Oxide (LLZO), sulfonate betaine (SB) modified polyvinylidene fluoride (PVDF) matrix, and bis(trifluoromethane) sulphonyl lithium (LiTFSI). Brown color, good flexibility, 80 um thickness. SEM images show a dense surface and uniform distribution of La and Zr elements, indicating uniform dispersion of LLZO powder. XRD shows characteristic peaks of both PVDF and cubic phase LLZO, with weaker PVDF peaks indicating increased amorphous phase. Optimal LLZO content for properties.","Figure 8(b), plot digitization"
